instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,instrument_category
3504129,13688,ACLGATI,ALLCARGO GATI,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3504641,13690,SAH-BE,SAH POLYMERS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3507457,13701,GOLDKART-ST,GOLDKART JEWELS,0.0,,0.0,0.05,625,EQ,NSE,NSE,EQUITY_STOCKS
3507713,13702,VISHWARAJ,VISHWARAJ SUGAR IND,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3509761,13710,FIEMIND,FIEM INDUSTRIES,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3512321,13720,JHS,JHS SVEND. LAB.,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3513601,13725,DCBBANK,DCB BANK,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3515137,13731,CMNL-SM,CHAMAN METALLICS,0.0,,0.0,0.05,750,EQ,NSE,NSE,EQUITY_STOCKS
3515905,13734,INSPIRISYS-BE,INSPIRISYS SOLUTIONS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3516161,13735,GLOBALVECT,GLOBAL VEC HELICORP,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3517697,13741,SHYAMTEL-BE,SHYAM TELECOM,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3518721,13745,GTLINFRA,GTL INFRA.LTD,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3520001,13750,FLUOROCHEM,GUJARAT FLUOROCHEM,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3520257,13751,NAUKRI,INFO EDGE (I),0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3520769,13753,MANOMAY,MANOMAY TEX INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3521537,13756,SHIVAMAUTO,SHIVAM AUTO.LTD,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3522817,13761,BBL,BHARAT BIJLEE,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3524097,13766,DUCOL-SM,DUCOL ORGS AND COLOURS LT,0.0,,0.0,0.05,800,EQ,NSE,NSE,EQUITY_STOCKS
3526401,13775,AARVEEDEN-BE,AARVEE DEN. & EXP.,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3526657,13776,GESHIP,THE GE SHPG.LTD,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3529217,13786,TORNTPOWER,TORRENT POWER,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3531265,13794,BAIDFIN,BAID FINSERV,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3531521,13795,PARSVNATH-BE,PARSVNATH DEVELOPER,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3531777,13796,MANALIPETC,MANALI PETROCHEMICALS LT,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3533057,13801,SUTLEJTEX,SUTLEJ TEXT & INDUS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3535361,13810,GREENPANEL,GREENPANEL INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3535873,13812,FEL-BZ,FUTURE ENTERPRISES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3536897,13816,LTFOODS,LT FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3537153,13817,KAMOPAINTS-BE,KAMDHENU VENTURES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3538177,13821,RUCHIRA,RUCHIRA PAPERS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3539457,13826,SOBHA,SOBHA,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3542785,13839,DONEAR,DONEAR IND.,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3544065,13844,MMFL,MM FORGINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3547137,13856,VENUSREM-BE,VENUS REMEDIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3550209,13868,AARTIPHARM,AARTI PHARMALABS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3550721,13870,KUANTUM,KUANTUM PAPERS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3552001,13875,JINDRILL,JINDAL DRILLING IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3553281,13880,BANCOINDIA,BANCO PRODUCTS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3555841,13890,HIRECT,HIND RECTIFIER,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3558401,13900,CREST,CREST VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3563521,13920,PLASTIBLEN,PLASTIBLENDS INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3564801,13925,NFL,NATIONAL FERT.,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3566337,13931,ARISTO-ST,ARISTO BIO T AND LIFESC L,0.0,,0.0,0.05,1600,EQ,NSE,NSE,EQUITY_STOCKS
3568897,13941,PRAENG,PRAJAY ENG. SYN.,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3571201,13950,LIQUID1,KOTAKMAMC - KOTAKLIQ,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3571457,13951,PARACABLES,PARAMOUNT COMM,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3575297,13966,HBLENGINE,HBL ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3577857,13976,TANLA,TANLA PLATFORMS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3579393,13982,JASH,JASH ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3580673,13987,ABSLBANETF,BIRLASLAMC - ABSLBANETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3584769,14003,ZEEMEDIA,ZEE MEDIA CORPORATION,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3586049,14008,AVTNPL,AVT NATURAL PRODUCTS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3587329,14013,SUVEN-BE,SUVEN LIFE SCIENCES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3587585,14014,LUMAXTECH,LUMAX AUTO TECH,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3588865,14019,VEEDOL,VEEDOL CORPORATION,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3596033,14047,SARLAPOLY-BE,SARLA PERF. FIBERS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3597057,14051,726GS2033-GS,GOI LOAN  7.26% 2033,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3597313,14052,GRCL-SM,GAYATRI RUBB AND CHEM,0.0,,0.0,0.05,250,EQ,NSE,NSE,EQUITY_STOCKS
3598849,14058,SANGHVIMOV,SANGHVI MOVERS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3600385,14064,ASMS,BARTRONICS INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3601153,14067,WANBURY-BE,WANBURY,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3601409,14068,SAGCEM,SAGAR CEMENTS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3602945,14074,APTECHT-BE,APTECH,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3605505,14084,INDORAMA-BE,INDO RAMA SYNTHETICS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3606017,14086,IGPL,I G PETROCHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3608577,14096,SIYSIL,SIYARAM SILK MILLS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3609857,14101,PTL,PTL ENTERPRISES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3611137,14106,AUTOIND,AUTOLINE INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3612417,14111,NETWORK18,NETWORK18 MEDIA & INV,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3613697,14116,GANDHITUBE,GANDHI SPL. TUBES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3616769,14128,STCINDIA-BE,THE STATE TRADING CORPN,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3618305,14134,PITTIENG,PITTI ENGINEERING,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3620097,14141,SBGLP-BE,SURATWWALA BUS GROUP,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3622401,14150,BTML,BODHI TREE MULTIMEDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3623425,14154,UNOMINDA,UNO MINDA,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3628033,14172,SHERA-SM,SHERA ENERGY,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
3628545,14174,IZMO,IZMO,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3630081,14180,NSLNISP,NMDC STEEL,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3633665,14194,NINSYS,NINTEC SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3634689,14198,TIMKEN,TIMKEN INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3635969,14203,HUBTOWN,HUBTOWN,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3638017,14211,LRRPL-ST,LEAD REC AND RUB PROD,0.0,,0.0,0.05,1500,EQ,NSE,NSE,EQUITY_STOCKS
3640833,14222,CTE-BE,CAMBRIDGE TECH ENTER,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3641089,14223,TIIL,TECHNOCRAFT IND,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3642881,14230,HDFCBSE500,HDFCAMC - HDFCBSE500,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3643649,14233,HDFCSML250,HDFCAMC - HDFCSML250,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3644417,14236,HDFCMID150,HDFCAMC - HDFCMID150,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3646721,14245,TVSSRICHAK,TVS SRICHAKRA,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3649281,14255,REDINGTON,REDINGTON,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3650561,14260,PGIL,PEARL GLOBAL IND,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3651329,14263,AGARWALFT-SM,AGARWAL FLOAT GLASS I,0.0,,0.0,0.05,1500,EQ,NSE,NSE,EQUITY_STOCKS
3655169,14278,ORIENTBELL,ORIENT BELL,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3657217,14286,GOLDETF,MIRAEAMC - MAGOLDETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3659777,14296,SEQUENT,SEQUENT SCIENTIFIC,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3660545,14299,PFC,POWER FIN CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3661825,14304,FSL,FIRSTSOURCE SOLU.,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3662081,14305,OSWALSEEDS,SHREEOSWAL S AND CHE,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3663105,14309,INDIANB,INDIAN BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3664897,14316,VIAZ-SM,VIAZ TYRES,0.0,,0.0,0.05,2000,EQ,NSE,NSE,EQUITY_STOCKS
3665409,14318,TTL-BE,T T,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3666689,14323,TFL-BE,TRANSWARRANTY FIN.,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3668225,14329,SMSPHARMA,SMS PHARMACEUTICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3669505,14334,HSCL,HIMADRI SPECIALITY CHEM L,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3670785,14339,GANESHHOUC,GANESH HOUSING CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3673601,14350,ORIENTALTL-BE,ORIENTAL TRIMEX,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3676417,14361,APOLLOPIPE,APOLLO PIPES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3677697,14366,IDEA,VODAFONE IDEA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3682561,14385,POCL,PONDY OXIDES & CHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3685889,14398,AMDIND,AMD INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3688193,14407,RAJTV-BE,RAJ TV NETWORK,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3689217,14411,SRIVASAVI-SM,SRIVASAVI ADHESIVE TAPE L,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
3689729,14413,PAGEIND,PAGE INDUSTRIES,0.0,,0.0,5.0,1,EQ,NSE,NSE,EQUITY_STOCKS
3691009,14418,ASTRAL,ASTRAL,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3692289,14423,LAOPALA,LA OPALA RG,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3695361,14435,JKTYRE,JK TYRE & INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3696641,14440,NAHARSPING,NAHAR SPINNING MILLS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3698689,14448,NAHARPOLY-BE,NAHAR POLY FILMS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3699201,14450,EMBDL,EMBASSY DEVELOPMENTS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3701505,14459,LEXUS,LEXUS GRANITO (INDIA),0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3706625,14479,DIVGIITTS,DIVGI TORQTRANSFER SYST L,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3706881,14480,GOKULAGRO,GOKUL AGRO RESOURCES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3708161,14485,THEMISMED,THEMIS MEDICARE,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3709441,14490,NCLIND,NCL INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3712257,14501,BALAMINES,BALAJI AMINES,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3712769,14503,VERTEXPLUS-ST,VERTEXPLUS TECHNOLOGIES L,0.0,,0.0,0.05,600,EQ,NSE,NSE,EQUITY_STOCKS
3713537,14506,SYSTANGO-SM,SYSTANGO TECHNOLOGIES,0.0,,0.0,0.05,400,EQ,NSE,NSE,EQUITY_STOCKS
3714817,14511,BANSWRAS,BANSWARA SYNTEX,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3716609,14518,ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3717889,14523,ICRA,ICRA,0.0,,0.0,0.5,1,EQ,NSE,NSE,EQUITY_STOCKS
3720961,14535,GOLDSHARE,UTI GOLD ETF,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3722241,14540,DISHTV-BE,DISH TV INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3724033,14547,NDLVENTURE,NDL VENTURES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3725313,14552,PHOENIXLTD,THE PHOENIX MILLS,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3726593,14557,AROGRANITE,ARO GRANITE IND.,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3728897,14566,ZENITHSTL-BE,ZENITH STEEL PIP IND,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3729153,14567,BFUTILITIE,BF UTILITIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3730945,14574,MCON-SM,MCON RASAYAN INDIA,0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
3732993,14582,SRHHYPOLTD,SREE RAYALSEEMA HHP,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3733505,14584,PSUBNKIETF,ICICIPRAMC - PSUBANKICI,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3735553,14592,FORTIS,FORTIS HEALTHCARE,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3736321,14595,VELS-ST,VELS FILM INTERNATIONAL L,0.0,,0.0,0.05,1200,EQ,NSE,NSE,EQUITY_STOCKS
3736833,14597,ALPHAGEO,ALPHAGEO (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3737345,14599,GSLSU,GLOBAL SURFACES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3738113,14602,WEBELSOLAR,WEBSOL ENERGY SYSTEM,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3739393,14607,TGBHOTELS,TGB BANQUETS&HOTELS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3740929,14613,QFIL-SM,QUALITY FOILS (INDIA),0.0,,0.0,0.05,1000,EQ,NSE,NSE,EQUITY_STOCKS
3741697,14616,SIMBHALS-BE,SIMBHAOLI SUGARS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3742721,14620,CHEMBOND-BE,CHEMBOND MATERIALTECH,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3745537,14631,HILTON-BE,HILTON METAL FORGING,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3752193,14657,INSECTICID,INSECTICIDES (I),0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3754753,14667,KMSUGAR,K M SUGAR MILLS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3756033,14672,NAVINFLUOR,NAVIN FLUORINE INT.,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3757313,14677,GUJAPOLLO,GUJ. APOLLO IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3759873,14687,GOACARBON,GOA CARBON,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3763713,14702,NAGREEKEXP,NAGREEKA EXPORTS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3764993,14707,TIMETECHNO,TIME TECHNOPLAST,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3766273,14712,HGS,HINDUJA GLOBAL SOLS.,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3768833,14722,NIRMAN-SM,NIRMAN AGRI GENTICS,0.0,,0.0,0.05,300,EQ,NSE,NSE,EQUITY_STOCKS
3771393,14732,DLF,DLF,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3773185,14739,TECILCHEM-BE,TECIL CHEMICALS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3774721,14745,ADVANIHOTR,ADVANI HOT.& RES.(I),0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3777793,14757,WINSOME-BZ,WINSOME YARNS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3778817,14761,NELCAST,NELCAST,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3780097,14766,V2RETAIL,V2 RETAIL,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3781377,14771,TARMAT,TARMAT,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3785217,14786,LOWVOL,MIRAEAMC - MANV30F,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3785729,14788,SPARC,SUN PHARMA ADV.RES.CO.LTD,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3788033,14797,MEGASOFT-BE,MEGASOFT,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3790337,14806,IRBIT-IV,IRB INFRASTRUCTURE TRUST,0.0,,0.0,0.01,25000,EQ,NSE,NSE,EQUITY_STOCKS
3792129,14813,ADSL,ALLIED DIGITAL SERV.,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3796993,14832,WSI-BE,W.S.INDUSTRIES (I),0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3798529,14838,DECCANCE,DECCAN CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3799809,14843,VIPCLOTHNG,VIP CLOTHING,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3801089,14848,ALPA,ALPA LABORATORIES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3802369,14853,OMAXE,OMAXE,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3803649,14858,GOLD1,KOTAK GOLD ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3806977,14871,USK,UDAYSHIVAKUMAR INFRA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3812609,14893,ASIANTILES-BE,ASIAN GRANITO IND.,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3812865,14894,CENTRALBK,CENTRAL BANK OF INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3813121,14895,AKI-BE,AKI INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3814401,14900,SAHYADRI,SAHYADRI INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3816449,14908,KDDL,KDDL,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3817473,14912,KPRMILL,KPR MILL,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3819521,14920,TAKE-BE,TAKE SOLUTIONS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3820033,14922,PURVA,PURAVANKARA,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3821825,14929,LAL-BE,LORENZINI APPARELS,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3823873,14937,CIEINDIA,CIE AUTOMOTIVE INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3824129,14938,GSEC10YEAR,MIRAEAMC - MAGS813ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3825153,14942,NAGREEKCAP,NAGREEKA CAP & INFR.LTD,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3826433,14947,MOTILALOFS,MOTILAL OSWAL FIN,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3827713,14952,INDOWIND,INDOWIND ENERGY,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3828993,14957,MAGNUM,MAGNUM VENTURES,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3831297,14966,CSBBANK,CSB BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3832321,14970,706GS2028-GS,GOI LOAN  7.06% 2028,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3832577,14971,710GR2028-GS,GOI LOAN  7.10% 2028,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3832833,14972,KSCL,KAVERI SEED CO.,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3833089,14973,729GR2033-GS,GOI LOAN  7.29% 2033,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3834113,14977,POWERGRID,POWER GRID CORP.,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3835393,14982,CENTUM,CENTUM ELECTRONICS,0.0,,0.0,0.1,1,EQ,NSE,NSE,EQUITY_STOCKS
3837953,14992,CCCL,CONS. CONST. CONSORT,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3838209,14993,SOTAC-SM,SOTAC PHARMACEUTICALS,0.0,,0.0,0.05,1200,EQ,NSE,NSE,EQUITY_STOCKS
3841793,15007,MANGCHEFER,MANG.CHEM.FERT.LTD,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3844609,15018,MAANALU-BE,MAAN ALUMINIUM,0.0,,0.0,0.01,1,EQ,NSE,NSE,EQUITY_STOCKS
3847681,15030,ASCOM-ST,ASCOM LEASIN & INVEST,0.0,,0.0,0.05,500,EQ,NSE,NSE,EQUITY_STOCKS
3848705,15034,BAJAJELEC,BAJAJ ELECT.LTD,0.0,,0.0,0.05,1,EQ,NSE,NSE,EQUITY_STOCKS
3849217,15036,INFINIUM-SM,INFINIUM PHARMACHEM,0.0,,0.0,0.05,500,EQ,NSE,NSE,EQUITY_STOCKS
3849985,15039,CERA,CERA SANITARYWARE,0.0,,0.0,0.5,1,EQ,NSE,NSE,EQUITY_STOCKS
